1000,1024,0.00662681
1000,10240,0.0155105
1000,102400,0.146199
1000,1048576,1.70046
10000,1024,0.00399973
10000,10240,0.015321
10000,102400,0.142946
10000,1048576,1.68811
100000,1024,0.00507534
100000,10240,0.0182622
100000,102400,0.14508
100000,1048576,1.65046
1000000,1024,0.033249
1000000,10240,0.046865
1000000,102400,0.172964
1000000,1048576,1.64384
